design,copy0,copy1,computehistogram,computehistogram_partition,resort,processsymbols,movenodes,assigncodeword,obj1,obj2
1007,4,1,4,4,2,2,2,2,45.017,1410
1008,4,2,1,1,1,1,1,1,37.059,1110
1009,4,2,1,1,1,1,1,2,34.924,1057
1010,4,2,1,1,1,1,2,1,36.829,1036
1011,4,2,1,1,1,1,2,2,37.138,1090
1012,4,2,1,1,1,2,1,1,36.946,1021
1013,4,2,1,1,1,2,1,2,37.135,1065
1014,4,2,1,1,1,2,2,1,38.247,1086
1015,4,2,1,1,1,2,2,2,37.719,1090
1016,4,2,1,1,2,1,1,1,37.683,1111
1017,4,2,1,1,2,1,1,2,35.929,1191
1018,4,2,1,1,2,1,2,1,36.624,1178
1019,4,2,1,1,2,1,2,2,36.840,1167
1020,4,2,1,1,2,2,1,1,36.334,1179
1021,4,2,1,1,2,2,1,2,35.107,1279
1022,4,2,1,1,2,2,2,1,36.895,1225
1023,4,2,1,1,2,2,2,2,36.693,1246
1024,4,2,1,2,1,1,1,1,37.804,1040
1025,4,2,1,2,1,1,1,2,35.175,1046
1026,4,2,1,2,1,1,2,1,41.777,1051
1027,4,2,1,2,1,1,2,2,36.848,1106
1028,4,2,1,2,1,2,1,1,38.078,1048
1029,4,2,1,2,1,2,1,2,38.407,1128
1030,4,2,1,2,1,2,2,1,36.701,1070
1031,4,2,1,2,1,2,2,2,37.000,1136
1032,4,2,1,2,2,1,1,1,38.459,1164
1033,4,2,1,2,2,1,1,2,35.659,1196
1034,4,2,1,2,2,1,2,1,39.830,1204
1035,4,2,1,2,2,1,2,2,37.887,1226
1036,4,2,1,2,2,2,1,1,37.034,1200
1037,4,2,1,2,2,2,1,2,35.332,1226
1038,4,2,1,2,2,2,2,1,38.298,1215
1039,4,2,1,2,2,2,2,2,37.444,1268
1040,4,2,1,4,1,1,1,1,37.452,1033
1041,4,2,1,4,1,1,1,2,37.934,1079
1042,4,2,1,4,1,1,2,1,38.252,1071
1043,4,2,1,4,1,1,2,2,38.449,1084
1044,4,2,1,4,1,2,1,1,38.967,1077
1045,4,2,1,4,1,2,1,2,37.825,1113
1046,4,2,1,4,1,2,2,1,39.284,1118
1047,4,2,1,4,1,2,2,2,38.068,1181
1048,4,2,1,4,2,1,1,1,36.081,1205
1049,4,2,1,4,2,1,1,2,35.441,1258
1050,4,2,1,4,2,1,2,1,37.784,1230
1051,4,2,1,4,2,1,2,2,38.252,1279
1052,4,2,1,4,2,2,1,1,36.501,1258
1053,4,2,1,4,2,2,1,2,35.925,1268
1054,4,2,1,4,2,2,2,1,36.778,1234
1055,4,2,1,4,2,2,2,2,37.545,1327
1056,4,2,2,1,1,1,1,1,45.177,1152
1057,4,2,2,1,1,1,1,2,42.865,1141
1058,4,2,2,1,1,1,2,1,45.566,1151
1059,4,2,2,1,1,1,2,2,43.317,1170
1060,4,2,2,1,1,2,1,1,43.210,1091
1061,4,2,2,1,1,2,1,2,44.487,1127
1062,4,2,2,1,1,2,2,1,44.302,1138
1063,4,2,2,1,1,2,2,2,45.772,1197
1064,4,2,2,1,2,1,1,1,45.721,1283
1065,4,2,2,1,2,1,1,2,43.057,1321
1066,4,2,2,1,2,1,2,1,43.827,1269
1067,4,2,2,1,2,1,2,2,43.198,1375
1068,4,2,2,1,2,2,1,1,43.935,1302
1069,4,2,2,1,2,2,1,2,42.799,1312
1070,4,2,2,1,2,2,2,1,43.624,1294
1071,4,2,2,1,2,2,2,2,44.367,1379
1072,4,2,2,2,1,1,1,1,43.441,1099
1073,4,2,2,2,1,1,1,2,44.188,1109
1074,4,2,2,2,1,1,2,1,46.140,1086
1075,4,2,2,2,1,1,2,2,42.661,1161
1076,4,2,2,2,1,2,1,1,43.809,1112
1077,4,2,2,2,1,2,1,2,43.930,1149
1078,4,2,2,2,1,2,2,1,45.183,1169
1079,4,2,2,2,1,2,2,2,44.214,1221
1080,4,2,2,2,2,1,1,1,41.640,1253
1081,4,2,2,2,2,1,1,2,42.231,1257
1082,4,2,2,2,2,1,2,1,44.712,1309
1083,4,2,2,2,2,1,2,2,45.371,1304
1084,4,2,2,2,2,2,1,1,44.791,1229
1085,4,2,2,2,2,2,1,2,42.799,1311
1086,4,2,2,2,2,2,2,1,43.917,1287
1087,4,2,2,2,2,2,2,2,44.996,1346
1088,4,2,2,4,1,1,1,1,35.574,1157
1089,4,2,2,4,1,1,1,2,37.220,1193
1090,4,2,2,4,1,1,2,1,38.658,1185
1091,4,2,2,4,1,1,2,2,39.848,1205
1092,4,2,2,4,1,2,1,1,37.022,1172
1093,4,2,2,4,1,2,1,2,36.622,1219
1094,4,2,2,4,1,2,2,1,39.195,1201
1095,4,2,2,4,1,2,2,2,38.039,1263
1096,4,2,2,4,2,1,1,1,36.272,1343
1097,4,2,2,4,2,1,1,2,35.350,1359
1098,4,2,2,4,2,1,2,1,36.593,1393
1099,4,2,2,4,2,1,2,2,36.720,1363
1100,4,2,2,4,2,2,1,1,35.756,1321
1101,4,2,2,4,2,2,1,2,35.408,1351
1102,4,2,2,4,2,2,2,1,36.985,1393
1103,4,2,2,4,2,2,2,2,36.091,1420
1104,4,2,4,1,1,1,1,1,42.892,1251
1105,4,2,4,1,1,1,1,2,41.526,1311
1106,4,2,4,1,1,1,2,1,45.001,1304
1107,4,2,4,1,1,1,2,2,44.557,1388
1108,4,2,4,1,1,2,1,1,43.089,1271
1109,4,2,4,1,1,2,1,2,42.803,1339
1110,4,2,4,1,1,2,2,1,43.112,1316
1111,4,2,4,1,1,2,2,2,43.748,1407
1112,4,2,4,1,2,1,1,1,42.178,1353
1113,4,2,4,1,2,1,1,2,42.239,1429
1114,4,2,4,1,2,1,2,1,43.825,1393
1115,4,2,4,1,2,1,2,2,43.408,1443
1116,4,2,4,1,2,2,1,1,42.200,1429
1117,4,2,4,1,2,2,1,2,41.626,1475
1118,4,2,4,1,2,2,2,1,44.389,1465
1119,4,2,4,1,2,2,2,2,43.235,1502
1120,4,2,4,2,1,1,1,1,31.508,1407
1121,4,2,4,2,1,1,1,2,31.363,1472
1122,4,2,4,2,1,1,2,1,31.969,1402
1123,4,2,4,2,1,1,2,2,31.298,1432
1124,4,2,4,2,1,2,1,1,31.590,1420
1125,4,2,4,2,1,2,1,2,31.586,1477
1126,4,2,4,2,1,2,2,1,31.890,1439
1127,4,2,4,2,1,2,2,2,32.884,1508
1128,4,2,4,2,2,1,1,1,32.395,1434
1129,4,2,4,2,2,1,1,2,32.490,1435
1130,4,2,4,2,2,1,2,1,33.010,1452
1131,4,2,4,2,2,1,2,2,35.056,1495
1132,4,2,4,2,2,2,1,1,33.002,1430
1133,4,2,4,2,2,2,1,2,32.205,1500
1134,4,2,4,2,2,2,2,1,33.679,1467
1135,4,2,4,2,2,2,2,2,32.494,1520
1136,4,2,4,4,1,1,1,1,31.463,1362
1137,4,2,4,4,1,1,1,2,31.937,1435
1138,4,2,4,4,1,1,2,1,32.172,1418
1139,4,2,4,4,1,1,2,2,32.036,1483
1140,4,2,4,4,1,2,1,1,31.631,1413
1141,4,2,4,4,1,2,1,2,31.414,1484
1142,4,2,4,4,1,2,2,1,32.109,1443
1143,4,2,4,4,1,2,2,2,32.196,1483
1144,4,2,4,4,2,1,1,1,30.437,1548
1145,4,2,4,4,2,1,1,2,32.506,1585
1146,4,2,4,4,2,1,2,1,31.826,1682
1147,4,2,4,4,2,1,2,2,31.860,1670
1148,4,2,4,4,2,2,1,1,31.468,1682
1149,4,2,4,4,2,2,1,2,31.901,1652
1150,4,2,4,4,2,2,2,1,32.226,1678
1151,4,2,4,4,2,2,2,2,32.105,1711
1152,4,4,1,1,1,1,1,1,38.513,1097
1153,4,4,1,1,1,1,1,2,37.701,1208
1154,4,4,1,1,1,1,2,1,36.801,1138
1155,4,4,1,1,1,1,2,2,37.678,1225
1156,4,4,1,1,1,2,1,1,37.598,1110
1157,4,4,1,1,1,2,1,2,38.246,1204
1158,4,4,1,1,1,2,2,1,37.141,1177
1159,4,4,1,1,1,2,2,2,37.826,1226
1160,4,4,1,1,2,1,1,1,36.042,1231
1161,4,4,1,1,2,1,1,2,36.421,1290
1162,4,4,1,1,2,1,2,1,36.472,1264
1163,4,4,1,1,2,1,2,2,36.660,1345
1164,4,4,1,1,2,2,1,1,36.761,1255
1165,4,4,1,1,2,2,1,2,36.463,1313
1166,4,4,1,1,2,2,2,1,36.702,1303
1167,4,4,1,1,2,2,2,2,37.447,1346
1168,4,4,1,2,1,1,1,1,36.910,1118
1169,4,4,1,2,1,1,1,2,38.837,1179
1170,4,4,1,2,1,1,2,1,36.862,1145
1171,4,4,1,2,1,1,2,2,39.186,1231
1172,4,4,1,2,1,2,1,1,39.442,1182
1173,4,4,1,2,1,2,1,2,36.738,1222
1174,4,4,1,2,1,2,2,1,38.941,1348
1175,4,4,1,2,1,2,2,2,38.694,1287
1176,4,4,1,2,2,1,1,1,38.153,1279
1177,4,4,1,2,2,1,1,2,37.870,1318
1178,4,4,1,2,2,1,2,1,36.415,1258
1179,4,4,1,2,2,1,2,2,36.622,1323
1180,4,4,1,2,2,2,1,1,37.107,1257
1181,4,4,1,2,2,2,1,2,37.664,1324
1182,4,4,1,2,2,2,2,1,39.061,1308
1183,4,4,1,2,2,2,2,2,37.082,1361
1184,4,4,1,4,1,1,1,1,37.853,1185
1185,4,4,1,4,1,1,1,2,39.782,1241
1186,4,4,1,4,1,1,2,1,37.305,1193
1187,4,4,1,4,1,1,2,2,37.678,1235
1188,4,4,1,4,1,2,1,1,38.153,1163
1189,4,4,1,4,1,2,1,2,38.292,1230
1190,4,4,1,4,1,2,2,1,39.160,1233
1191,4,4,1,4,1,2,2,2,37.125,1318
1192,4,4,1,4,2,1,1,1,36.383,1318
1193,4,4,1,4,2,1,1,2,36.718,1367
1194,4,4,1,4,2,1,2,1,38.392,1301
1195,4,4,1,4,2,1,2,2,37.028,1416
1196,4,4,1,4,2,2,1,1,36.890,1335
1197,4,4,1,4,2,2,1,2,35.076,1413
1198,4,4,1,4,2,2,2,1,38.534,1361
1199,4,4,1,4,2,2,2,2,37.372,1422
1200,4,4,2,1,1,1,1,1,44.836,1221
1201,4,4,2,1,1,1,1,2,44.002,1296
1202,4,4,2,1,1,1,2,1,46.558,1214
1203,4,4,2,1,1,1,2,2,44.414,1378
1204,4,4,2,1,1,2,1,1,43.434,1219
1205,4,4,2,1,1,2,1,2,44.293,1348
1206,4,4,2,1,1,2,2,1,45.813,1289
1207,4,4,2,1,1,2,2,2,46.018,1372
1208,4,4,2,1,2,1,1,1,43.438,1370
1209,4,4,2,1,2,1,1,2,44.717,1466
1210,4,4,2,1,2,1,2,1,45.275,1454
1211,4,4,2,1,2,1,2,2,45.663,1509
1212,4,4,2,1,2,2,1,1,43.668,1433
1213,4,4,2,1,2,2,1,2,44.131,1517
1214,4,4,2,1,2,2,2,1,46.096,1502
1215,4,4,2,1,2,2,2,2,46.224,1588
1216,4,4,2,2,1,1,1,1,43.286,1233
1217,4,4,2,2,1,1,1,2,43.600,1281
1218,4,4,2,2,1,1,2,1,46.229,1259
1219,4,4,2,2,1,1,2,2,44.529,1337
1220,4,4,2,2,1,2,1,1,43.823,1254
1221,4,4,2,2,1,2,1,2,43.979,1317
1222,4,4,2,2,1,2,2,1,47.578,1285
1223,4,4,2,2,1,2,2,2,46.413,1462
1224,4,4,2,2,2,1,1,1,43.914,1406
1225,4,4,2,2,2,1,1,2,44.999,1533
1226,4,4,2,2,2,1,2,1,44.319,1421
1227,4,4,2,2,2,1,2,2,45.876,1566
1228,4,4,2,2,2,2,1,1,44.622,1447
1229,4,4,2,2,2,2,1,2,44.836,1559
1230,4,4,2,2,2,2,2,1,45.774,1497
1231,4,4,2,2,2,2,2,2,44.625,1483
1232,4,4,2,4,1,1,1,1,37.400,1238
1233,4,4,2,4,1,1,1,2,37.472,1296
1234,4,4,2,4,1,1,2,1,38.367,1309
1235,4,4,2,4,1,1,2,2,37.714,1354
1236,4,4,2,4,1,2,1,1,36.918,1276
1237,4,4,2,4,1,2,1,2,36.734,1384
1238,4,4,2,4,1,2,2,1,38.551,1323
1239,4,4,2,4,1,2,2,2,37.972,1436
1240,4,4,2,4,2,1,1,1,38.561,1446
1241,4,4,2,4,2,1,1,2,38.381,1556
1242,4,4,2,4,2,1,2,1,37.602,1484
1243,4,4,2,4,2,1,2,2,38.501,1633
1244,4,4,2,4,2,2,1,1,36.937,1530
1245,4,4,2,4,2,2,1,2,37.754,1592
1246,4,4,2,4,2,2,2,1,38.975,1581
1247,4,4,2,4,2,2,2,2,36.955,1647
1248,4,4,4,1,1,1,1,1,42.824,1351
1249,4,4,4,1,1,1,1,2,44.452,1432
1250,4,4,4,1,1,1,2,1,45.542,1371
1251,4,4,4,1,1,1,2,2,45.119,1424
1252,4,4,4,1,1,2,1,1,43.474,1407
1253,4,4,4,1,1,2,1,2,43.569,1470
1254,4,4,4,1,1,2,2,1,44.918,1442
1255,4,4,4,1,1,2,2,2,45.011,1426
1256,4,4,4,1,2,1,1,1,42.315,1470
1257,4,4,4,1,2,1,1,2,43.065,1629
1258,4,4,4,1,2,1,2,1,45.086,1543
1259,4,4,4,1,2,1,2,2,45.124,1662
1260,4,4,4,1,2,2,1,1,43.047,1565
1261,4,4,4,1,2,2,1,2,44.594,1631
1262,4,4,4,1,2,2,2,1,45.228,1617
1263,4,4,4,1,2,2,2,2,43.616,1668
1264,4,4,4,2,1,1,1,1,32.040,1450
1265,4,4,4,2,1,1,1,2,31.692,1544
1266,4,4,4,2,1,1,2,1,33.374,1559
1267,4,4,4,2,1,1,2,2,33.625,1644
1268,4,4,4,2,1,2,1,1,32.301,1485
1269,4,4,4,2,1,2,1,2,32.749,1526
1270,4,4,4,2,1,2,2,1,33.081,1535
1271,4,4,4,2,1,2,2,2,33.528,1661
1272,4,4,4,2,2,1,1,1,31.249,1609
1273,4,4,4,2,2,1,1,2,32.224,1625
1274,4,4,4,2,2,1,2,1,33.000,1744
1275,4,4,4,2,2,1,2,2,33.119,1719
1276,4,4,4,2,2,2,1,1,32.728,1641
1277,4,4,4,2,2,2,1,2,32.831,1730
1278,4,4,4,2,2,2,2,1,33.108,1685
1279,4,4,4,2,2,2,2,2,33.618,1763
1280,4,4,4,4,1,1,1,1,32.555,1486
1281,4,4,4,4,1,1,1,2,32.178,1543
1282,4,4,4,4,1,1,2,1,33.174,1566
1283,4,4,4,4,1,1,2,2,33.253,1626
1284,4,4,4,4,1,2,1,1,32.683,1520
1285,4,4,4,4,1,2,1,2,32.321,1588
1286,4,4,4,4,1,2,2,1,33.061,1562
1287,4,4,4,4,1,2,2,2,33.511,1658
1288,4,4,4,4,2,1,1,1,31.809,1700
1289,4,4,4,4,2,1,1,2,31.592,1778
1290,4,4,4,4,2,1,2,1,33.390,1733
1291,4,4,4,4,2,1,2,2,32.902,1791
1292,4,4,4,4,2,2,1,1,32.579,1722
1293,4,4,4,4,2,2,1,2,32.400,1784
1294,4,4,4,4,2,2,2,1,33.868,1702
1295,4,4,4,4,2,2,2,2,34.271,1791
1296,4,8,1,1,1,1,1,1,23.410,1400
1297,4,8,1,1,1,1,1,2,22.011,1474
1298,4,8,1,1,1,1,2,1,24.537,1475
1299,4,8,1,1,1,1,2,2,24.087,1554
1300,4,8,1,1,1,2,1,1,23.907,1648
1301,4,8,1,1,1,2,1,2,23.176,1517
1302,4,8,1,1,1,2,2,1,23.544,1468
1303,4,8,1,1,1,2,2,2,23.974,1566
1304,4,8,1,1,2,1,1,1,23.776,1594
1305,4,8,1,1,2,1,1,2,23.556,1658
1306,4,8,1,1,2,1,2,1,23.792,1695
1307,4,8,1,1,2,1,2,2,23.908,1738
1308,4,8,1,1,2,2,1,1,23.000,1551
1309,4,8,1,1,2,2,1,2,23.408,1636
1310,4,8,1,1,2,2,2,1,23.313,1653
1311,4,8,1,1,2,2,2,2,24.295,1693
1312,4,8,1,2,1,1,1,1,23.690,1418
1313,4,8,1,2,1,1,1,2,23.601,1494
1314,4,8,1,2,1,1,2,1,23.778,1538
1315,4,8,1,2,1,1,2,2,24.188,1586
1316,4,8,1,2,1,2,1,1,23.599,1444
1317,4,8,1,2,1,2,1,2,23.277,1541
1318,4,8,1,2,1,2,2,1,23.836,1567
1319,4,8,1,2,1,2,2,2,23.200,1630
1320,4,8,1,2,2,1,1,1,23.729,1495
1321,4,8,1,2,2,1,1,2,23.483,1677
1322,4,8,1,2,2,1,2,1,22.699,1532
1323,4,8,1,2,2,1,2,2,23.871,1710
1324,4,8,1,2,2,2,1,1,23.608,1530
1325,4,8,1,2,2,2,1,2,23.512,1595
1326,4,8,1,2,2,2,2,1,23.781,1632
1327,4,8,1,2,2,2,2,2,23.654,1680
1328,4,8,1,4,1,1,1,1,23.425,1648
1329,4,8,1,4,1,1,1,2,23.131,1494
1330,4,8,1,4,1,1,2,1,22.751,1498
1331,4,8,1,4,1,1,2,2,23.154,1582
1332,4,8,1,4,1,2,1,1,23.495,1541
1333,4,8,1,4,1,2,1,2,23.711,1552
1334,4,8,1,4,1,2,2,1,23.754,1564
1335,4,8,1,4,1,2,2,2,23.661,1628
1336,4,8,1,4,2,1,1,1,23.640,1631
1337,4,8,1,4,2,1,1,2,23.480,1646
1338,4,8,1,4,2,1,2,1,23.084,1598
1339,4,8,1,4,2,1,2,2,23.568,1787
1340,4,8,1,4,2,2,1,1,23.608,1637
1341,4,8,1,4,2,2,1,2,22.992,1684
1342,4,8,1,4,2,2,2,1,23.292,1643
1343,4,8,1,4,2,2,2,2,24.186,1789
1344,4,8,2,1,1,1,1,1,28.099,1624
1345,4,8,2,1,1,1,1,2,28.644,1569
1346,4,8,2,1,1,1,2,1,28.261,1795
1347,4,8,2,1,1,1,2,2,27.773,1719
1348,4,8,2,1,1,2,1,1,28.183,1543
1349,4,8,2,1,1,2,1,2,27.610,1586
1350,4,8,2,1,1,2,2,1,29.406,1607
1351,4,8,2,1,1,2,2,2,28.716,1758
1352,4,8,2,1,2,1,1,1,26.996,1713
1353,4,8,2,1,2,1,1,2,28.097,1796
1354,4,8,2,1,2,1,2,1,28.806,1700
1355,4,8,2,1,2,1,2,2,29.362,1868
1356,4,8,2,1,2,2,1,1,28.228,1736
1357,4,8,2,1,2,2,1,2,26.890,1872
1358,4,8,2,1,2,2,2,1,27.822,1805
1359,4,8,2,1,2,2,2,2,28.314,1878
1360,4,8,2,2,1,1,1,1,27.754,1453
1361,4,8,2,2,1,1,1,2,27.543,1615
1362,4,8,2,2,1,1,2,1,27.765,1563
1363,4,8,2,2,1,1,2,2,29.145,1687
1364,4,8,2,2,1,2,1,1,27.442,1516
1365,4,8,2,2,1,2,1,2,28.316,1637
1366,4,8,2,2,1,2,2,1,27.820,1599
1367,4,8,2,2,1,2,2,2,28.116,1673
1368,4,8,2,2,2,1,1,1,27.655,1657
1369,4,8,2,2,2,1,1,2,28.030,1732
1370,4,8,2,2,2,1,2,1,28.126,1730
1371,4,8,2,2,2,1,2,2,28.622,1792
1372,4,8,2,2,2,2,1,1,28.113,1720
1373,4,8,2,2,2,2,1,2,28.008,1760
1374,4,8,2,2,2,2,2,1,28.385,1769
1375,4,8,2,2,2,2,2,2,28.055,1902
1376,4,8,2,4,1,1,1,1,23.969,1645
1377,4,8,2,4,1,1,1,2,23.140,1635
1378,4,8,2,4,1,1,2,1,23.395,1671
1379,4,8,2,4,1,1,2,2,23.502,1763
1380,4,8,2,4,1,2,1,1,24.002,1600
1381,4,8,2,4,1,2,1,2,23.592,1646
1382,4,8,2,4,1,2,2,1,23.797,1622
1383,4,8,2,4,1,2,2,2,23.838,1691
1384,4,8,2,4,2,1,1,1,22.845,1714
1385,4,8,2,4,2,1,1,2,22.963,1893
1386,4,8,2,4,2,1,2,1,23.843,1868
1387,4,8,2,4,2,1,2,2,23.438,1959
1388,4,8,2,4,2,2,1,1,23.344,1862
1389,4,8,2,4,2,2,1,2,23.895,1898
1390,4,8,2,4,2,2,2,1,23.915,1954
1391,4,8,2,4,2,2,2,2,23.642,1957
1392,4,8,4,1,1,1,1,1,27.822,1816
1393,4,8,4,1,1,1,1,2,28.221,1856
1394,4,8,4,1,1,1,2,1,28.776,1811
1395,4,8,4,1,1,1,2,2,28.892,2035
1396,4,8,4,1,1,2,1,1,27.832,1803
1397,4,8,4,1,1,2,1,2,28.048,1955
1398,4,8,4,1,1,2,2,1,28.283,1964
1399,4,8,4,1,1,2,2,2,27.908,1959
1400,4,8,4,1,2,1,1,1,28.407,1944
1401,4,8,4,1,2,1,1,2,27.920,2054
1402,4,8,4,1,2,1,2,1,28.123,2078
1403,4,8,4,1,2,1,2,2,27.678,2081
1404,4,8,4,1,2,2,1,1,28.115,1954
1405,4,8,4,1,2,2,1,2,28.289,2110
1406,4,8,4,1,2,2,2,1,27.477,2054
1407,4,8,4,1,2,2,2,2,28.573,2151
1408,4,8,4,2,1,1,1,1,28.860,1753
1409,4,8,4,2,1,1,1,2,29.634,1922
1410,4,8,4,2,1,1,2,1,29.812,1912
1411,4,8,4,2,1,1,2,2,29.432,1883
1412,4,8,4,2,1,2,1,1,28.515,1828
1413,4,8,4,2,1,2,1,2,28.930,1922
1414,4,8,4,2,1,2,2,1,30.591,1981
1415,4,8,4,2,1,2,2,2,29.879,2025
1416,4,8,4,2,2,1,1,1,29.514,1922
1417,4,8,4,2,2,1,1,2,29.118,1945
1418,4,8,4,2,2,1,2,1,29.619,1855
1419,4,8,4,2,2,1,2,2,29.361,1987
1420,4,8,4,2,2,2,1,1,29.319,1940
1421,4,8,4,2,2,2,1,2,29.031,2026
1422,4,8,4,2,2,2,2,1,29.729,1930
1423,4,8,4,2,2,2,2,2,28.805,2104
1424,4,8,4,4,1,1,1,1,29.210,1944
1425,4,8,4,4,1,1,1,2,29.415,2045
1426,4,8,4,4,1,1,2,1,29.521,1962
1427,4,8,4,4,1,1,2,2,29.245,2111
1428,4,8,4,4,1,2,1,1,29.071,1924
1429,4,8,4,4,1,2,1,2,29.321,2055
1430,4,8,4,4,1,2,2,1,29.456,1986
1431,4,8,4,4,1,2,2,2,30.060,2044
1432,4,8,4,4,2,1,1,1,29.337,1999
1433,4,8,4,4,2,1,1,2,29.278,2101
1434,4,8,4,4,2,1,2,1,30.497,2142
1435,4,8,4,4,2,1,2,2,29.314,2087
1436,4,8,4,4,2,2,1,1,29.037,1994
1437,4,8,4,4,2,2,1,2,28.487,2120
1438,4,8,4,4,2,2,2,1,29.711,2118
1439,4,8,4,4,2,2,2,2,29.369,2149
1440,8,1,1,1,1,1,1,1,35.487,975
1441,8,1,1,1,1,1,1,2,35.909,1016
1442,8,1,1,1,1,1,2,1,37.415,940
1443,8,1,1,1,1,1,2,2,36.779,901
1444,8,1,1,1,1,2,1,1,36.825,919
1445,8,1,1,1,1,2,1,2,37.609,1042
1446,8,1,1,1,1,2,2,1,37.127,948
1447,8,1,1,1,1,2,2,2,37.706,922
1448,8,1,1,1,2,1,1,1,36.751,991
1449,8,1,1,1,2,1,1,2,35.311,1039
1450,8,1,1,1,2,1,2,1,35.611,1008
1451,8,1,1,1,2,1,2,2,37.849,1052
1452,8,1,1,1,2,2,1,1,36.006,1026
1453,8,1,1,1,2,2,1,2,36.456,1067
1454,8,1,1,1,2,2,2,1,35.832,1065
1455,8,1,1,1,2,2,2,2,37.801,1133
1456,8,1,1,2,1,1,1,1,36.636,902
1457,8,1,1,2,1,1,1,2,37.047,920
1458,8,1,1,2,1,1,2,1,38.393,936
1459,8,1,1,2,1,1,2,2,37.686,946
1460,8,1,1,2,1,2,1,1,35.461,938
1461,8,1,1,2,1,2,1,2,36.188,974
1462,8,1,1,2,1,2,2,1,35.997,968
1463,8,1,1,2,1,2,2,2,38.493,964
1464,8,1,1,2,2,1,1,1,37.633,1002
1465,8,1,1,2,2,1,1,2,36.949,1051
1466,8,1,1,2,2,1,2,1,36.312,1010
1467,8,1,1,2,2,1,2,2,37.622,1082
1468,8,1,1,2,2,2,1,1,36.244,1014
1469,8,1,1,2,2,2,1,2,35.909,1048
1470,8,1,1,2,2,2,2,1,36.902,1055
1471,8,1,1,2,2,2,2,2,36.445,1121
1472,8,1,1,4,1,1,1,1,37.090,923
1473,8,1,1,4,1,1,1,2,36.106,943
1474,8,1,1,4,1,1,2,1,36.115,954
1475,8,1,1,4,1,1,2,2,37.902,949
1476,8,1,1,4,1,2,1,1,36.418,1029
1477,8,1,1,4,1,2,1,2,36.226,997
1478,8,1,1,4,1,2,2,1,36.705,988
1479,8,1,1,4,1,2,2,2,36.855,1027
1480,8,1,1,4,2,1,1,1,36.324,1098
1481,8,1,1,4,2,1,1,2,36.271,1139
1482,8,1,1,4,2,1,2,1,37.748,1110
1483,8,1,1,4,2,1,2,2,38.173,1131
1484,8,1,1,4,2,2,1,1,35.461,1133
1485,8,1,1,4,2,2,1,2,35.436,1161
1486,8,1,1,4,2,2,2,1,36.234,1152
1487,8,1,1,4,2,2,2,2,38.361,1157
1488,8,1,2,1,1,1,1,1,45.644,961
1489,8,1,2,1,1,1,1,2,45.565,1027
1490,8,1,2,1,1,1,2,1,44.118,997
1491,8,1,2,1,1,1,2,2,45.641,1021
1492,8,1,2,1,1,2,1,1,44.284,999
1493,8,1,2,1,1,2,1,2,43.496,1057
1494,8,1,2,1,1,2,2,1,44.392,1048
1495,8,1,2,1,1,2,2,2,45.688,1060
1496,8,1,2,1,2,1,1,1,43.451,1103
1497,8,1,2,1,2,1,1,2,44.367,1149
1498,8,1,2,1,2,1,2,1,43.964,1153
1499,8,1,2,1,2,1,2,2,46.054,1177
1500,8,1,2,1,2,2,1,1,44.741,1138
1501,8,1,2,1,2,2,1,2,46.019,1171
1502,8,1,2,1,2,2,2,1,44.679,1144
1503,8,1,2,1,2,2,2,2,45.220,1194
1504,8,1,2,2,1,1,1,1,42.951,991
1505,8,1,2,2,1,1,1,2,45.260,1027
1506,8,1,2,2,1,1,2,1,45.272,1034
1507,8,1,2,2,1,1,2,2,44.461,1046
1508,8,1,2,2,1,2,1,1,43.995,979
1509,8,1,2,2,1,2,1,2,43.252,1031
1510,8,1,2,2,1,2,2,1,44.351,1064
